,classif,text
21,letter,"Southern African Catholic Bishops' Conference
INTER - DIOCESAN CONSULTATION
MOTIVATIONAL LETTER
""Africa, rise up, take up your pallet, and walk"" (Jn 5; 8).
Introduction.

""Africa is not helpless. Our destiny is still in our hands. Africa is already moving; and the Church is
moving with her, offering her the light of the Gospel. The waters may be turbulent. But with our gaze
on Christ the Lord (cf Mt 14; 28-32), we shall make it safely to the port ..."" No 43

With these closing words from the final message of the second Synod of Africa the Bishop invite us
to listen to God, to one another and to the world around us, in an atmosphere of prayer and
reflection. We your Bishops of SACBC invite the whole Church at this moment of transition and
kairos to engage in a struggle for the soul of Southern Africa in an inter-diocesan consultation.

The Previous Consultation

In the 1980's the Catholic Church engaged in an inter-diocesan consultation involving all Catholics
to respond to the struggle for justice and transformation. From our rich sharing there resulted the
Pastoral Plan, Community Serving Humanity, which has borne much fruit.

Our conditions of life in Southern Africa and in the world have changed radically since then. It is
time to meet again, to share our concerns and hopes and to do so in the light of our faith. The

Church needs to evaluate its Pastoral Plan in the light of our new world of 2010.

Present day pastoral challenges

We face new challenges in Southern Africa today. We thank God for the peaceful transition to
independence and for our new democracy and freedom. We are people of many talents in a country
of great potential. We are part of that Africa of which Pope Benedict said was 'the spiritual lung' of
humanity today.

However, as Christians we find elements which unsettle us. There is a loss of Christian vision. The
Bible as a source of morality and ethics is often replaced by worldly values. Traditional values are
abandoned and corruption and mismanagement are rampant in administration. Some constitutional
decisions are at odds with Gospel values and agnostic lobby groups are influential.

Urbanisation creates problems of housing, poverty and crime. The divide between the rich and the
poor is increasing and many feel betrayed. With the scourge of HIV Aids our society is ravaged and
education is for many a failure. Christian values are rarely emphasised in parliament and public
debate. The family and the family values are under severe assault often in the name of the
constitution.

Urgent need for faith formation

We feel the voice of the Catholic Church has weakened. Though the Church played a leading part
in education and health care in the past this role is now sidelined and ignored. While we put
emphasize on Welfare, Aids Ministry and Justice and Peace over the past 30 years there would"
22,letter,"Work Experience

SAMPLE LETTER OF MOTIVATION 1

Dear Sirs,

I am interested in working for a Tour Operator. I have knowledge of the way travel
agencies work because of my professional experience in Spain and my degree in
Tourism.

I would like to have experience in a British environment to gain knowledge of the
working style of a Tour Operator in England and also to improve my English.

My professional experience in a travel agency is in selling by telephone, explaining the
itinerary of a trip, the different choices of accommodation and finally the price.
Afterwards, I contacted the office of the foreign country, by email, to book the trip and
finally I confirmed that the trip is booked to the customer. I have also worked in the flight
department to prepare the flight tickets and in the documentation department doing the
vouchers for the customers.

My main goals are learning how the business sells its product to its customers (by
telephone and / or internet), how many services it offers for each product, what kind of
hotels they work with, what the market target is, what the best strategy to decide a

suitable price is, etc.

I am not looking for a specific department; however, the marketing and sales department
would be the most interesting for me.

Thank you very much in advance for your help.
I look forward to hearing from you.
Yours sincerely,

AC."
23,letter,"Motivation letter

Andrej Buday

Since I was child I was dreaming about studying or working abroad. Program Erasmus is
according to me the best way how to leave the country for a while and fulfill my dream.

Many people told me, that in times when I was a toddler such study experience as
Erasmus was not even a fiction. Today, 20 years later, you can freely travel over 27 states
just with your ID and pay with one currency to 500 million citizens of EU.

The main reason which is pushing me to apply for program Erasmus is to watch and learn
from foreigners how to solve different and common problems in a different way. | am sure,
that when you are abroad, you start comparing your home country with the one you are
visiting. For example you start with public transport, road building, traffic signs; continue
with architecture, style, country and end with nation favorite free-time activities, hobbies
and night life. Observing these details make you think different and look on the problems
with different eyes.

Second reason for applying is to learn a new language and improve my knowledge of
English. Because during the study in my mother tongue | haven't got many opportunities to
improve my foreign language skills, and absolutely no time to learn a new language.

Studying abroad is of course connected with meeting new people, making new contacts
and traveling. Although the main goal of Erasmus stay is still in the field of study, from my
previous experiences | think it is great to personally get to know people from different
states of Europe and talk with them on a same level about a same topic (sport, music,
movies, .

From all the students | know in my field of study | am not the best, but I am the only one
who has the courage and the will to study abroad. Any working or studying experience is
valuable and counts in my CV or increases my value on the labour market."
24,letter,"a

 

Nanaimo Youth Soccer Club

B ication Rules & Regul

Bursaries shall be rewarded by the Nanaimo Youth Soccer Club to any successful youth applicant who, for
three or more consecutive years has played with a team within the Nanaimo Youth Soccer Club upon graduation
and who is currently participating in some capacity in NYSCsoccer: this may be as a player, a coach oras a
club referee. Bursary awards are donated by Nanaimo Youth Soccer Club and through individual contributions.
Bursaries shallbe rewarded to:

a. - Students proceeding from Grade 12 to any university or other post-secondary institution in the province
approved by the Bursary Selection Committee.

b. - Students already attending a post-secondary institute, but who are under 18 years of age as of January 1"" of
the current playing season.

Candidates must complete the application in full and provide all required information, documents and letters in

order for their application to be considered.

Bursaries are conditional, in that the funds will be withheld until such time as the recipient provides

proof of acceptance and registration at a post-secondary institute approved by the Bursary Selection

Committee. Such proof shall be submitted to freasurer@ nanaimosoccer.ca. Should you be unable to

register at the post-secondary institution in the year the bursary is awarded, a one year extension will be

granted if we are advised in writing by December 31 of the year awarded.

A candidate must have the proficiency in soccer as indicated by his/her play and or have shown worthwhile

contributions to the sport, as judged by the Committee, in the area of coaching or play ing.

A candidate must have demonstrated good citizenship, character and leadership.

The following must accompany the application:

a. - A letter froma teamor club oficial indicating the candidate's character, leadership examples, participation
in community activities, as well as information regarding the candidate's soccer ability or contribution to
coaching.

b. - A letter from the principal or post-secondary administrator certify ing the candidate's age, character and
ability, as well as participation in school activities.

c.. A personal reference letter from an adult family friend, coach, or teacher regard ing the candidate's
character.

It is the responsibility of the candidate to see that the application is complete and that all required information,

documentation and letters are enclosed with the application.

The Bursary Selection Committee will not enter into correspondence with any scholarship applicant nor his or

her agent. The decision of the Committee is final.

 

Please Note:

Faxed applications will not be accepted.
Mail or deliver applications to the Nanaimo Youth Soccer Club.

Box 219 Lantzville BC VOR 2H0
Or
Lion's Pavilion/NYSC Clubhouse
2300 Bowen Road Nanaimo

The Nanaimo Youth Soccer Club must receive applications by March 8"" of the current playing season."
25,letter,"John Smith
4502 Bluesky Place
Louisville, KY 40204

November 20, 2006

Selection Committee

ABC Scholarship Foundation
235 8th Avenue

New York, NY 29439

Selection Committee,

This semester I will be completing my junior year at The University of Louisville in
Louisville, Kentucky with an expected degree in History, concentrating in Latin
American studies. Through a websearch I discovered ABC Scholarship Foundation, and
after a closer review of your organization, as well as the actual scholarship requirements,
I am very excited to send you my application, resume, transcript, references and personal
statement for consideration for the Achievement Travel Scholarship.

The Achievement Travel Scholarship is a great match to my interests and personal

background in Latin American Studies. I go into more detail in my personal statement,
however, I see this as an excellent opportunity to enrich my history degree, as well as my
personal experience, through the travel and research I am planning next summer in Peru
studying indigenous cultures.

I would welcome the opportunity for a personal interview with the selection committee. I
will call your office next week to confirm that my materials were received and to see if
there is any additional information needed. You can reach me through phone at 505-298-
2019 or through e-mail at jsmith82048@aol.com.

Thank You,

Join O. Smith

John A. Smith

Enc."
26,letter,"~

     

 

SBucietp of African Mlissitons
Herts.on Herts. Road, Herts.Barnet, Herts. Road, Herts
.
- l_ 9 c
~ QM; 0

Tel: 081-981 781

from: THE PROVINCIALATE Fax: 081- 081 08 7

19th September 1994 '

Drew M J Webber

Warwichshire - -
WaWarwichshire re
Warwrchstire' ire
warwichshire
Warwichshire
Warwichshire

Dear - Drew

Many thanks for your letter of Tuesday 13th September 1994
which arrived in this mornings post.

First of all let me thank you for your inquiry about the
possibility Of working with the Society. of African Missions
(SMA) during your 'year out' 199576.

The Society of African Missions is +a Roman Catholic
Missionary congregation comprised of priests and brothers
(mainly priests). The British Province of the SMA | has
mission projects in Liberia, Nigeria and Kenya. Our primary
aim is to help establish a strong local African Church. I
am pleased to - say that, in recent years, - enormous
development has taken place in this domain.

Unfortunately, we do not have the facilities to offer you
any suitable employment. However, from what you have told
me in your letter, might I suggest you contact:

Major Bristol
The Project Trust
Breacacdk Castle
Isle of Coll
Argyle

Scotland

Registered Charity No. 239541 /"
27,letter,"LETTER OF MOTIVATION

As a student of English Department, Faculty of Teacher Training and Education in
University of Muhammadiyah Malang, I learn how to gain access to professional practices in
diverse area of educational activities.

I wish to apply for Erasmus Mundus Program because of three very important
reasons.

First, in Indonesia, the Ministry of Education and Culture always renewals the
conceptual framework of curricular theory because it is important for upgrading the education
development. Therefore, I want to study at University of Minho which is leading 1st Cycle in
Education. However, that program is relevance with my faculty which also discusses about
theory and curricular development. It is a chance for me to acquire the lesson deeper and
various perspectives and being expert in curriculum. In addition, I believe that would be
useful for me and education in my home country by sharing to people and publishing in
media such as handbook, articles, and newspaper.

Second, I am now a coordinator of Insan Cita Education Center (ICEC), a Non
Government Organization (NGO) which focuses on discussing of current educational issues,
conducting teaching-learning activities for poor-children, holding social activities and
building networking. If I study in Europe especially Portugal, I will drum up this organization
because I will have opportunities to build an international network of education, and to share

educational issues among the participants. In addition, I found Education for Sustainable

Development (ESD) course at 1st Cycle in Education; it would support our goals of ICEC.

Last, I am very interested in learning Portuguese language because it is one of the
most widely spoken languages in the world and had a close history with Indonesia since 500
years ago. Besides, I will understand their culture and norms automatically. Furthermore, I
will promote Indonesian culture over there. When going back to my country, I will teach
Portuguese and share its culture to my friends, lecturers, and organizations because I found
no Portuguese course in my hometown. Hopefully, we work out bridging the gap through
culture.

Finally, studying at University of Minho will give many benefits in education, social,
and cross culture understanding not only for me but also for Indonesian and European

countries, especially Portugal."
28,letter,"Mathew Mark
St. Polivalent Street No. 13629,
Tel

Ema: allndur004@yahoo.com

Msida, Jay 26, 2013.
The Director of rrsonne!
Malka

Dear Sir Luke Jontham,

Motivation Leiter for Vaeaney N°DOB Titled; National Programme
Officer

 

My experiences in information management, communication: and leadership as well as
passion to work for the United Nations Cente for Human Rights and Democracy in Malta
have skilled me to apply for the above vacancy.

I am passionate about promoting human rights issues in Europe. Ihave more than three years
of practical experience as a working at the Intemational Criminal Court of
Justice in 1 treat administrative xxx. My job also involves Besides, I
have worked for Pam City Law Firm, bringing together and defending the rights of
minorities in the aco. This has broadened my skills as a good communicator. I produced
and presented law review journals in xxxxaxx, Moreover, I understand the United Nations
system. 1 did internship at the International Labour Office in Tunisia where 1 wrote reports
on seminars and conferences and also made sure xxxxxx, I am sound in both oral and writen
English and French. All these have broadened my skill in information management and
advocacy. 1 am resultdriven and curesr-oriented with a penchant for excellence, My
educational background makes me even more apt for this position

I hold a master's degree in roovonoocomonoocomcoccxas. 1 understand intermitional human
rights issues. communication stakes. archives administration and records management and
advocaey. 1 am skilful in planning and social mobilization. I also hold a Bachelor of arts
degree in from the University of where 1 worked as research
xen for the xxxxan. I can motivate and communicate effectively to a heterogeneous public.
Town a bog Coovocon)

I believe I possess the necessary experience and qualification for tis placement.

Please find attached are my CV, motivation letter, ovu

""Thank you for the time you have taken to review my application.

Sincerely.

Forensic Medicine"
29,letter,"Keystone
College

February 11, 2008

To Whom It May Concern:

I am writing to attest to Nicole Fiamingo's active participation in Keystone
College's Honors Program. Having been invited to join the program when she was
accepted for admission by the college, she enrolled in the special section of College
Writing I: Academic Writing, which I teach. Nicole did superior work in the class and
received an A. During the following two semesters (spring 2007 and fall 2008) she
proposed honors projects in two of her classes, which involved extra work beyond what
the syllabus covered. Both were completed very competently. (See enclosed contract
forms.) She has proposed another project in one of her classes this semester. In addition,
Nicole has attended many of the activities offered to honors students including lectures
and a book discussion of the novel Love Medicine led by the president of the college,
Edward G. Boehm. She has also volunteered to serve on the Student Honors Council as a
representative of the sophomore class. In all of these ways, Nicole has proven herself to
be a valuable member of the program in which she so actively participates.

Sincerely,

di Z ZLS

David L. Elliott, Ph.D.
Director of the Honors Program

 

One College Green, La Plume, Pennsylvania 18440-1099 (570) 945-5141"
30,letter,
31,letter,
32,letter,
33,letter,
34,letter,"Motivation Letter for Student Exchange

Giancarlo Moreto
Milano Street, 55
Roma, tly

Tel. 0000000
Ema: 0000000

To whom it may concern,

1 am Giancarlo Moretto, student of Pharmaceutical Faculty in Rome atthe
Universiy of Rome. Wth this letter I would ike to express my strong interest
for participation at your Student Exchange Programme in the summer of
2013, as a suture graduate, | plan to build an international career in the ield
of pharmacy in the EU, so this programme will really mean a lot for my
professional aspirations. Capability to handle problems, social balance and
the necessity to gain an international experience outside my Universiyy make
me a proper candidate for this postion.

I have done an intemship for about two months at a lcal pharmacy in Rome
During that placement, | have mastered sks le: computer proficiency in
pharmaceutical software, how to make the reception of medicaments and
register them in the database. Working wth people has broadened my
communication talent and I learnt how to handle different characters in very
short time. Furthermore I assisted the senior pharmacists to prepare and
extract remedies, cremes and potions. Wh my experience in creating
computer applications and English proficiency I was able to adjust to the work
in avery short time. 1 believe that my working experience in combination wth
my studies make my candidateship for your programme possible.

During my studies, I have been a student representative. I was chosen at the
Faculy's elections for three years in a rout. My responsibilities, as a
representative included: organizing term exams, social gathering and sport
events; representation of my Faculty at the students Senate and facitation
management. Those assignments enabled me to develop strong organization
skil and to become responsible young individual, taking ito account the
needs of my colleges. Also, as a student of Unversity of Rome I discovered
the usefuiness of team work, especialy in laboratory conditions. 1 advocate
the opinion that my team working experience is essential in a communty"
35,letter,"Motivation Letter EVS, August 2006

Name: Anna van Raai

Date of birth: 16 December 1988

Country: the Netherlands

Available: from 2 January 2007 until 1 March 2008

Dear Sir, Madam,

In this motivation I would like to introduce myself and motivate why I would like to participate in
your EVS project.

My name is Anna van Raaij. I am a seventeen year old girl, and I live in the Netherlands. I first will
tell you something about myself. I am a friendly, polite and honest person who is open-minded to new
ideas and influences. I have a curious character and therefore am eager to learn new things and am
interested in the people around me. I am communicative and 1 like to involve others in projects and
creative ideas, ranging from doing a simple school assignment together to writing and shooting our
own movie. My biggest hobby is theatre. I love acting but I also enjoy going to the theatre and writing
plays myself. I also like to spend my time by making photographs and movies, going out with friends,
playing the piano, dancing and listening to music.

I just finished secondary school and I have now arrived at a point in my life where I have to make
decisions that are vital for my future. When I had to choose what to study next I initially wanted to
study at the drama school because I have loved theatre all my life. I did audition but unfortunately I
didn't get through the last round. Therefore, I now think that I should explore the world prior to
committing to such an education, so I can broaden my mind about life and about myself. That is why I
choose to go volunteering for one year.

I enjoy doing voluntary work because I want to make myself useful in the world, and get new
experiences of which I can learn and with which I can help others in need. I am very curious to other
cultures and different ways of living, which is why I am interested in doing voluntary work abroad. I
think it is a challenge to learn to speak and communicate with a new language. I am also very curious
to learn what role theatre has in other cultures.

I expect to learn about myself. I think I will gain confidence and become more self sufficient as I will
have to create a home away from home. Notwithstanding, I am not afraid for a challenge and I look
forward to a new adventure and am open for every new experience. Not only do I expect to learn from
the program itself, but also from the people who live in the country and the other volunteers that come
from many cultures and can hopefully teach me values that I will carry with me for life. I hope that the
possibility exists for me to join your project as a volunteer.

I am really looking forward to hear from you!

With kind regards,

Anna van Raaij"
36,letter,"LETTER OF APPLICATION TO GRADUATE SCHOOL IN PURSUIT OF A MASTER'S DEGREE

You may want to send your application with a transmittal letter, such as this one.

July 5, 2007

The American Graduate School
Of International Management
15429 N. 59"" Ave.

Glendale, Arizona 85306-6003

Dear Sir or Madam:

With the enclosed application and supporting documentation, I am expressing my sincere interest in
being accepted into the master of International Management graduate program at The American Graduate
School of International Management.

I am extremely well equipped for graduate studies in international business, and I feel certain I could
one day become a distinguished alumnus of your fine institution. As you will see from my resume, I already
hold B.S. degree in Business and Marketing and I read, write, and speak Spanish fluently. My Spanish
Language Skills were refined as an intelligence professional and Spanish linguist in the U.S. Army, and I
traveled extensively throughout Latin and Central America working on projects related to making our country
safer from illegal drugs and weapons.

In addition to my experience as a military professional and Spanish linguist, I believe my extensive
work experience will also help to make me a valuable part of the MIM program. While working in summer and
part-time jobs to finance my college education, I excelled in positions as an assistant retail manager, sales
representative, and merchandiser and I have also worked in the construction, hospitality, and transportation
industries.

As you will see when you read my essay, my goal is to become the chief executive officer of a company
doing business in Latin American, and I feel my background thus far, combined with the program of graduate
studies offered by the American Graduate School of International Business, will help me achieve that aim. I am
committed to helping my community, and I offer an extensive ""track record"" of volunteer service, which is
summarized, on my resume. I feel I would be a credit to the business community because of my strong
conviction that the economic necessity to make a profit must be balanced by concern for customers and respect
for employees.

I can assure you in advance that I would be a credit to the next entering class and as a graduate. Thank
you for your consideration of my application.

Sincerely Yours,

Patrick Knowlton, Jr

* From Real Essays for College & Grad School

' Anne Mckinney Ref, Pg # 74"
37,letter,"Sample letter of motivation 2: Unsollicitated application cover letter

Mr Hugh Grant
1234 Rue de la Tour Eiffel
Paris 54321

Paris, November 28°"" 2006

Mr Nicolas Sarkozy
President

XYZ Company
3456 XYZ Boulevard
Paris 54321

Dear Sir,

Stratégies magazine described your growth as impressive and mentioned your desire to invest in
integrated communication.

I have served as communication director for the past 7 years, working at XXXXX, and have
helped bring their image to the public which ended up mak ing the products more accessible, and
therefore increase its turnover from 2M€ to 7M€over the past 5 years.

As a crucial actor in this communication policy, I have an interesting profile that would match
your situation. You are about to invest in communication thanks to your great financial results; I
have gone along, helped and supported the growth of a company in the same field.

Let me thank you for your consideration; I am available at your convenience for an interview to

discuss in depth my experiences and the advantages of our collaboration.

Please accept, dear Sir, my distinguished salutations.

Hugh Grant"
38,letter,"mo
L T _4
COCERAL

Administrative Assistant with COCERAL

Coceral is the European association representing the traders of cereals, rice, feedstuffs,
oilseeds, olive oil, oils and fats and agrosupply trade. The members of COCERAL are the
national trade organisations of most of the EU-27 Member States, who for their part

represent collectors, distributors, exporters, importers and agribulk storers of the above
mentioned commodities.

In order to strengthen our administrative team, we are looking for an
Administrative Assistant

We are offering a full-time exciting opportunity for a professional experience in an
international environment.

Main duties include:
- - Basic executive accountancy (preparing and sending invoices; follow up on payments;
monitoring accounts; etc);
Record and tracking Membership fees contributions;
Follow up with the external accountant;
Organising events, in Brussels and abroad (conferences, annual general meetings)
Relation with the Belgian administration in relation to issues affecting the bureau

Additional duties include
- Support to policy advisors (draft letters, documents, spreadsheets, search
information...)
Secretariat support (office organisation)
Handling phone calls/back up of front desk

The ideal candidate should be able to work independently, to integrate quickly in our young
team and be motivated and flexible. He or she should possess a good knowledge of English
and French (written and spoken); any other languages are an asset.

If you are interested to join our team please send your CV and a motivation letter by the 30""
of July to the Secretary General at the following e-mail address: secretariat@coceral.com"
39,letter,"MOTIVATION LETTER

I am young lady of 27 years of age, I'm very calm and patient. I love to work with the
people and I'm always trying to make the people happy if they got problems, I try to
solve their problems. I'm very punctual when I come's to my work, I'm always double
check everything ,and complete task on time,take my job seriously I' am a hard
worker and I can work under pressure and also strong interpersonal and
communication skills. I like to communicate with the people. I'm improves to be
trustfully and efficient.

I'm looking forward for your good attention.

CME PO.Box 70002
Miss Mosia M.S Overport
Durban
4067

23/10/2007

Dear Sir / Madam

APPLICATION LETTER

Your advertisement , as detailed above, was of particular interest to me because it offers a new challenge in an
environment which | find extremely stimulating and enjoyable. What is more, as you will see from my enclosed
CV, my background is particularly relevant to your requirements.

During my Syears with FISCUS INSURANCE COMPANY, and previous company. I have worked as a General
Secretary & Data capturing which involved the managerial responsibility of a team of 4 marketing and
Administrators. | have extensive experience in liaising with senior level Directors, both within my workplace and
with our clients.

I believe that both my skills and personal attributes match the requirements you seek for this role and that I would
be able to effectively contribute to the team and the organisation.

I would appreciate the opportunity to meet with you to discuss my application and look forward to hearing from you
soon.

Yours Sincerely

MOSIA M.5"
40,letter,"Letter of Motivation

Name:
Home address:

Home country:
Telephone:

Cell phone:
Email address:

13 April 2011

Dear Internship Co-ordinator,
My name is . l am _ years old, and my nationality is

Write your letter here. This letter gives the Internship Co-ordinator an opportunity to know

more about you. It should include at least the following information:
Why you have chosen to come to New Zealand for this internship.
What you hope to achieve through this internship.

The skills you have gained through your study, and your strengths and 'favourite

areas'.

The types of work you could do in this placement, and your preferences - please
explain these fully, so that I completely understand what you mean by the terms you

use.

If you are employed by a sponsoring company, note any requirements they have e.g.

certain work tasks, size or type of company.

Tell me if you have a specific time frame to know about your placement, such as a

scholarship deadline, or a cut-off date if finding your placement proves to be difficult.)

Kind regards"
41,letter,"Dear Six

I am hereby applying for entrance to Master Intemational Financial Management of

the IAE Aix for the 2010 full term.

Firs of all I would like to present some background about myself. My name is Arstan,
currently living and working with banking sector in Dubai, originally from Pakistan
Since my carly years the question of my future university studies and then a

profession was very important to me

During my University studies I was the member of a student council This allowed me
to develop and use my organizational skills. When I successfully completed my MBA,
I served as Admin Officer on admin and human resource office defence ministry of
Pakistan. It was a good. possibilty for me to sharpen administrative skills and
interpersonal relations. I asked myself a question, which profession will grant me the
abiliy to use and improve my skills. T have already realised that it must be something
related to marketing and financial management, so the next step was to find out in
which sector of marketing and management I will express myself best and could use
all my skills. I was always fascinated by banking sector, business and economics and
its influence on daily life. I change my job and switched to banking sector. I changed
two jobs within banking sector forthe sake of my career progression. The best choice

for me was to enter in intermational Job Market so 1 oined Emirates NBD, Dubai

Now I am feeling that for future career growth I should enhance my academics in a
more precise field. For me the best choice is some thing relevant to International
Financial Management 1 have found the programme offered by your university
exactly inline with what I want to do. I am strongly realising that I have to sharpen my
financial communication skills, financial management, risk. analysis and. funds

management, The above-mentioned programme meets my professional requirements,

 

as I am a part of UAE leading financial organisation Emirates NBD."
42,letter,"Phone: +41 76 716 09112
E-Mail: chavisara@gmail.com

Glion Institute of Higher Education

Rue de Glion, CH-1823 Montreux,

Switzerland

Dear Sir,

I am looking for the Internship. I am confident that my qualifications and
capabilities will fulfill the requirements.

My Name is Chavisara Sanguansermsri. I am 24 years old, make a good
appearance and get along exceedingly well with people. I graduated with a
Bachelor's Degree in Arts, majoring in Information and Library Science and
minoring in English from Silpakom University, Thailand. I also graduated with
Post Graduate's Degree in Hospitality Management and Master of Education
from Glion Institute of Higher Education. I can communicate very well both in
written and spoken English. I am an enthusiastic person and willing to learn to
work. Also, I can perform well in an intemational and teamwork environment.

 

Realizing that this summary, as well as my resume, cannot cover my
qualifications in-depth, I would appreciate if you could grant me an opportunity
to discuss with you in person at your most convenience.

 

Lastly, I would like to thank you for your time considering my rough
introduction and I look forward to hearing from you soon.

Sincerely yours,

Chavisara Sanguansermsti"
43,letter,"Motivation Letter

Application for Studying In University of NANJING

 

To whom it may concern
In addition to all my documents provided. I would like to take this reat opportunity
to write a motivation letter to clarify my main reason that drives me to study in
University of NANJING After graduation from University of Agriculture Faisalabad
Pakistan major in Agriculture Extension, 1 acquired knowledge in an extensive
Agriculture area, for example, Extension, Rural Development etc
Curreny, 1 am working at department. of Agriculture. Extension. provisional
Govemment of Panjab Pakistan for last 3 years. My responsibilities include report
compilation, extensive research, Mecting minutes recordings and PC 1 preparation.
1 believe that my current working experience is the main reason that drives me to
study in CHINA. By choosing to study University of NANJING, there are a few
advantages that I can achieve my goal:
By getting the Education in the Agriculture, I will be able to explore the more
opportunites in the Agriculture field. The Agriculture sector of Pakistan is growing
but there is need to deal with the Intemational concerns. and. understand. the
agriculturit conditions. It will be provide me a chance to start working on the
betterment of Agriculture Sector ok Pakistan
CHINA is a multicultural country, and University of NANJING is a well-known
multicultural universiy. I can learn how to interact within different cullures to
improve my interpersonal skills. 1 also can build up a network that comprises
friends from different countries and areas, CHINA has good relationship with
Pakistan. And now Pakistan is becoming certainly the biggest potential market for
CHINA. With my multi- culture background and CHINA experience and skill,
when I have completed study in CHINA and retums Pakistan, I can participate into
the development. of Agriculture. cooperation or. any. other. relationship.

In short, by choosing to study in University of NANJIN, I will benefit grealy from"
44,letter,"MOTIVATION LETTER

I knew AIESEC through Google, and i find a lot of information there. At fis, I was
interested with AIESEC because ofits exchange programme which is different with anothers
And I nesely applied as the Exchange Participant. But in that time, I realized that I am sill
lack of organizational backgrounds, so 1 decided to cancel my Exchange Participant

application, thn apply as AIESEC member

After being elected as new member through ORI 1, I started to make My AIESEC journey. I
joined some projects in AIESEC UNSRL such as Youth 'Talk as OC Programme, Opei

Recruitment II as OC President, and Local Comittee Conference II as OC President. Not only
projects, I am also elected to be a staff in iGCDP functional and stll contribute in it uni this
time. Through those position, Harned many new things that encourages me to keep striving

and giving the best contribution in thi entity. Now, with all my strongest willingness, with

 

my full. bravery, and with my unbreakable spirit, I am ready to take the higher role by
applying as Vice President Talent Management AIESEC UNSRI 14/15

Talent Management is a functional in AIESEC that focuses on providing the high-quality
experience for members to develop their potential and help them to thrive and succeed so that
they can achieve their goals through this organization. But in AIESEC UNSRL the
performace of ""alent Management is sill low and not well-managed, and it is so miserable
to know the fact that some elected members can't get what they need in here, then decided to
leave this organization. That is why I am motivated to apply as Vice President Talent
Management in AIESEC Unsri, I want to get involved directly to run the Talent Management
jobdesk well. In other hand, it is a challenge for me to go out from my comfort zone and

being the new-better me.

1 do hope that I can contribute in this entity, please give me a chance to be your next VP

Talent Management

Faithfully yours,

EARN AL QaHet"
45,letter,"Sample cover letter for Internship
Your Name
Address
City State Zip

<Date>

Employer Name
Title

Company Name
Address

City State Zip
Dear :

suggested I contact you regarding finance internship opportunities. He/She/They are familiar with my
background and felt I would be an excellent match for your summer internship program.

Currently a junior majoring in finance at UNT, I have demonstrated strong academic performance in all finance
courses, maintaining a 3.5 GPA in my major. The courses I have completed have given me a solid foundation in
the tools, processes and methodologies involved in the successful analysis and management of portfolio-
investment strategies. I have a proven ability to quickly learn challenging concepts and have developed
competencies in diverse areas, including:

Financial modeling and asset valuation
Portfolio and asset management
Insurance plans and mutual funds
Retirement and estate planning

Tax planning and investment strategies

Industry research/information sourcing
Comparative analysis

Quantitative analysis

Pro forma analysis

Cash-flow analysis

In addition to my analytical strengths, I bring to the table advanced computer skills (with cross-platform
expertise in Windows and Mac), expertise in the MS Office suite of products, and familiarity with programming
languages including SQL, HTML, and VB.

Since starting college, I have worked part-time (summers/holidays/evenings) as a clerk at Wal-Mart. In this
position, I have earned a reputation for consistent exceeding company and customer expectations. Wal-Mart's
store manager has asked me to return this summer, but I yearn to gain corporate finance experience. I am
impressed by Acme's innovation and success, and I would very much like to be part of such a winning
company.

The enclosed resume provides more details of my skills and achievement track record. If you agree that I would
make a valuable addition to your team, please feel free to call me at (553) 553-5553, or email me at
pamela@resumepower.com. I know you are busy, so thank you for your time, and I look forward to speaking
with you.

Sincerely,"
46,letter,"SAMPLE INTERNSHIP COVER LETTER

August 26, 2003

Mr. Stephen James

Fictitious Technology Systems (FTS)
999 Unknown Drive

Cambridge, MA 55555

Dear Mr. James:

I am currently a first-year student at Northeastern University where I am pursuing a degree
in Computer Science. I am interested in the Technology Intern position that was advertised
on the Husky Career Link at Northeastern. Because of my educational and work
experiences with C++ and Cisco Networking, I am eager to gain additional hands-on
experience in the field of Information Technology before I begin co-op next year.

My supervisor at the Gap, where I am now working, would tell you that I am responsible,
motivated, and a quick-learner. For example, one customer recently went out of her way to
speak with my manager to praise my customer service skills. These personal characteristics
will serve me well as I develop professional experience.

Perhaps we could meet briefly sometime during the next two weeks to discuss this
internship. I will call your office on Thursday, September 4°"", to discuss a possible meeting
time. Enclosed is my resume for your review.

Thank you for your time and consideration.

Regards,

Brian Smith"
47,letter,"Sample 2 - Thank you letter
Bursary Recipient
Date
Your name
Your address
Phone number or email address (optional)

Donor Name

Donor Address
Donor City, Province
Postal Code

Dear Mr./Mrs. Donor,

As the award winner of the name of the award bursary, | would like to express my heartfelt
thanks for your generosity in providing this award. | am happy to have been selected as
this year's recipient for this bursary and it will be of significant help to lighten the burden of
paying for my tuition.

I am currently in my fourth year of the Program and am facing student
loan payments upon completing my program. However, your bursary enables me to keep
my debt that much lower and for that, I am grateful. Not only does this bursary help me to
finance my education, but I also feel honoured to be recognized for the hard work I put into
my studies.

The scholarships and bursaries that are offered through the University of Calgary Student
Awards program assist many students to pursue their career goals. Thank you for making
the name of the award bursary possible, | will never forget the generosity extended to me!

Yours truly,

Your name"
